plot code,Season code,Sitlav - Soybeans - Yield - KG/Ha,mean_savi2,min_savi2,max_savi2,skew_savi2,kurt_savi2,std_savi2,mean_ndwi,min_ndwi,max_ndwi,skew_ndwi,kurt_ndwi,std_ndwi,mean_savi,min_savi,max_savi,skew_savi,kurt_savi,std_savi,mean_mndvi,min_mndvi,max_mndvi,skew_mndvi,kurt_mndvi,std_mndvi,mean_ndmi,min_ndmi,max_ndmi,skew_ndmi,kurt_ndmi,std_ndmi,mean_evi,min_evi,max_evi,skew_evi,kurt_evi,std_evi,mean_arvi,min_arvi,max_arvi,skew_arvi,kurt_arvi,std_arvi,mean_ndvi,min_ndvi,max_ndvi,skew_ndvi,kurt_ndvi,std_ndvi,mean_msavi,min_msavi,max_msavi,skew_msavi,kurt_msavi,std_msavi,mean_cri,min_cri,max_cri,skew_cri,kurt_cri,std_cri,mean_cari,min_cari,max_cari,skew_cari,kurt_cari,std_cari,CLASSE_DOM,mean_cec_0_5,mean_cec_15_30,mean_cec_30_60,mean_cec_5_15,mean_clay_0_5,mean_clay_15_30,mean_clay_30_60,mean_clay_5_15,mean_ph_0_5,mean_sand_0_5,mean_sand_15_30,mean_sand_5_15,mean_silt_0_5,mean_silt_15_30,mean_silt_30_60,mean_silt_5_15,mean_soc_0_5,mean_soc_15_30,mean_soc_30_60,mean_soc_5_15,mean_rain,min_rain,max_rain,skew_rain,kurt_rain,sum_rain,mean_mean temp,min_mean temp,max_mean temp,skew_mean temp,kurt_mean temp,mean_min temp,min_min temp,max_min temp,skew_min temp,kurt_min temp,mean_max temp,min_max temp,max_max temp,skew_max temp,kurt_max temp
AL549418Z,CR196PEPGZ,3168.2,0.0316415286,0.01819712916,0.04261317841,-0.8620391926,,0.01239442347,-0.6203720843,-0.7997336213,-0.3328804613,1.577066916,,0.2515095522,0.1688312959,-0.8620391926,0.8031820091,-0.6080045324,1.825642891,0.4220559031,0.7802473633,0.3809650933,0.9951631939,-1.71688388,,0.3461257932,0.1078576749,-0.249188514,0.3253277601,-1.61112215,,0.3116542216,0.601835354,0.1503341004,0.9115751937,-1.394677313,,0.3999302744,0.5797001877,0.1835983564,0.8004125732,-1.698244688,,0.3437819625,0.4546713067,-1.71688388,0.9951631939,-2.516566009,7.162847915,0.777088548,0.5294901696,0.1305416448,0.8031820091,-1.394640371,,0.3533810873,7.642708758,2.223851221,12.84547452,-0.1826844849,,5.314107839,0.4022026669,0.3522963164,0.4492854239,-0.2607949838,,0.04855616596,RQo,128.3809524,157.4761905,150.2380952,178.952381,309.952381,348.8571429,499.2380952,310.1904762,41.95238095,499.2380952,475.5238095,503.4761905,465.8095238,186.2857143,175.6190476,190.8095238,128.1428571,214.6190476,145.5714286,260.047619,8.7875,0,100,3.174709779,10.49522125,703,25.5499233,22.46666667,29.33333333,0.4565122434,-0.3719605051,22.49367089,21,26,1.55869704,3.746293398,29.32911392,24,35,-0.02758991518,-0.6845053643
AL549417Z,CR196PCQ0BMZ,2829.6,0.02692187092,0.01778525018,0.03782446833,0.2600971552,-4.005396402,0.009578637823,-0.5966196416,-0.7770442377,-0.3835766904,0.2983592966,-3.357775474,0.1826805747,-0.003021267147,-4.005396402,0.7498186673,-3.80383276,15.52628062,1.030420909,0.7780314056,0.3159129297,0.991651084,-1.819880103,3.357419363,0.3129744006,0.05185245213,-0.3038727162,0.2891405861,-1.00421199,0.05633126189,0.2641771912,0.516586794,0.1335647222,0.8290789343,-0.4723711487,-1.894397536,0.3102347886,0.5459012925,0.1775221401,0.777481715,-0.9964296523,-0.3850925774,0.2750931821,0.6727346434,-1.819880103,3.357419363,0.2863027398,5.194266841,1.052726148,0.4566849835,0.1272431658,0.7498186673,-0.2432869338,-2.859250547,0.2820243199,7.249166556,3.617861536,13.33186317,0.9747688875,-0.6475755957,4.565490944,0.3839304546,0.3329338319,0.4474723503,0.3315992415,-3.743240831,0.05465416536,RQo,129.55,124.65,115.2,141.8,272.9,312.75,541.2,272.25,40.8,541.2,518.3,547.55,499.7,180.15,168.95,186.1,59.35,201.85,117.2,233.65,8.7875,0,100,3.174709779,10.49522125,703,25.5499233,22.46666667,29.33333333,0.4565122434,-0.3719605051,22.49367089,21,26,1.55869704,3.746293398,29.32911392,24,35,-0.02758991518,-0.6845053643
AL549420Z,CR196PEPHZ,2095.9,0.02391468594,0.01946913,0.03043989981,1.136719485,1.371655547,0.004725722342,-0.5525561346,-0.777898336,-0.3051853718,0.1737241374,-3.438120968,0.217862938,0.3037908282,0.004725722342,1.371655547,1.702059032,2.422468403,0.4000291453,0.7144269579,0.4340923241,1.015078521,0.05359025837,-5.436509141,0.2986984826,0.01536216195,-0.224770047,0.3248257644,0.2698417165,-4.424149758,0.2746225424,0.4015426954,0.1639964859,0.6446381152,0.03347971986,-4.395849762,0.2295462014,0.4831614005,0.1804019107,0.7700115757,-0.05456975397,-5.12031796,0.29453435,0.1459744878,-5.436509141,1.015078521,-3.512059039,12.78549341,1.635980234,0.3607729484,0.1334217089,0.5692206775,-0.1101150828,-4.65014588,0.2119726147,20.78598819,1.636580401,72.0596256,1.972896392,3.904624067,34.26115859,0.3930333678,0.2265571705,0.5122107193,-0.6983050657,-1.651788923,0.1304563234,RQo,128.8571429,145.3571429,129.7857143,174.5714286,322.5714286,374.2857143,510.0714286,324.3571429,40.64285714,510.0714286,477.7857143,511.7142857,471.5714286,164,147.8571429,167.5,156.7142857,189.5714286,146.6428571,273.2857143,8.7875,0,100,3.174709779,10.49522125,703,25.5499233,22.46666667,29.33333333,0.4565122434,-0.3719605051,22.49367089,21,26,1.55869704,3.746293398,29.32911392,24,35,-0.02758991518,-0.6845053643
AL549421Z,CR196PCQ0BNZ,2021.1,0.02688471654,0.0167405453,0.03197027554,-1.77876916,3.313764981,0.006891150863,-0.5307057944,-0.7656623543,-0.2918370479,0.02159292092,-4.661029538,0.2294099204,0.2629430642,-1.77876916,3.313764981,1.689869167,8.541729251,0.9204620621,0.7495283543,0.3420924877,0.9760877314,-1.421018768,1.687280549,0.2875008564,-0.009224928144,-0.3087349959,0.2465839788,-0.2612259849,-3.695598375,0.2608735297,0.4520242429,0.1385927412,0.7255116922,-0.2098477067,-4.012180204,0.2784655893,0.4702745412,0.1909958912,0.7655029289,0.02829576082,-5.728146194,0.3053880917,0.5477227151,-1.421018768,1.687280549,-1.615038556,5.096329057,0.6929352004,0.3917978218,0.1291520562,0.6643047713,0.03836287053,-5.091168316,0.2664117231,7.52626452,0.5835857648,18.1518951,1.178306984,1.157174014,7.683275757,0.4544708301,0.3648717782,0.6739541326,1.869954949,3.508004484,0.1480095176,RQo,130.4,121.6,113.3,136.05,290.45,337.65,538.15,286.2,41.6,538.15,507.75,544.75,475.4,169.25,154.9,171.55,67.75,196.75,113.5,242.1,8.7875,0,100,3.174709779,10.49522125,703,25.515363,22.46666667,29.33333333,0.4609133864,-0.2582618605,22.46835443,21,26,1.657055255,4.265199846,29.30379747,24,35,-0.0365692277,-0.6405579128
AL549424Z,CR196PULFZ,3629.6,0.03306117163,0.0219294035,0.04817749811,0.3907639378,-3.745169566,0.01286101576,-0.6514534948,-0.7772889032,-0.4457010244,0.9561852388,-0.7125435535,0.1548364773,0.07463346451,-3.745169566,0.822172086,-3.625596523,14.51373011,0.99718046,0.9217223751,0.7134671437,1.050863905,-1.223310609,1.013087199,0.1502101807,0.2300167853,-0.06926397698,0.3710574154,-1.86752081,3.614297154,0.2017119149,0.6987137209,0.3415627147,1.061248571,0.02999117112,-3.221300403,0.3276418549,0.6733773079,0.3985118254,0.8115112106,-1.411540435,1.487569008,0.194420251,0.6571806061,-1.223310609,1.050863905,-2.750249053,8.343733151,0.5972165174,0.5793107516,0.2823244606,0.822172086,-0.3344714025,-3.501797453,0.2538349335,15.3302758,3.084909352,44.96867549,1.952748814,3.851124014,19.83642157,0.4131174436,0.3342142539,0.4773949375,-0.7160362147,1.608742522,0.05924971235,RQo,129.2,133.875,122.225,161.75,348.775,387.375,497.525,357.4,43.05,497.525,471.475,492.8,465.65,149.925,141.05,153.625,161.625,192.05,140.425,260.25,7.0875,0,100,3.567027613,14.01869623,567,26.03118278,22.46666667,30.13333333,0.3913381732,-0.6381181303,22.74683544,21,26,1.13247863,1.214849534,29.92405063,24,35,-0.06640931082,-0.7672255806
AL549422Z,CR196PBQ02XZ,4063.4,0.03545787125,0.03356359972,0.03735214277,,,0.002678904479,-0.723256664,-0.7950577558,-0.6514555721,,,0.1015420779,0.2741676725,0.002678904479,0.7467579366,0.5618150597,-2.000712365,0.31892834,1.034283971,1.010324991,1.05824295,,,0.03388311395,0.3133181882,0.2490222183,0.377614158,,,0.09092823253,0.8133217904,0.7884453841,0.8381981968,,,0.03518055121,0.7593839419,0.7021559023,0.8166119815,,,0.08093266976,0.8512611291,0.03388311395,1.05824295,-2.327215793,5.671318882,0.3480654699,0.6768818732,0.6070058098,0.7467579366,,,0.09881967661,6.331783216,4.365000879,8.298565552,,,2.781450254,0.340591498,0.287053576,0.39412942,,,0.07571405536,RQo,128.5,148.4545455,136.3636364,178.8636364,378.2272727,407.6363636,478.0909091,388.5,47.31818182,478.0909091,452.9545455,470.6363636,455.9090909,141.0909091,139.3636364,143.8636364,177,198.2727273,162.9545455,291.0454545,8.49375,0,50,1.748600119,1.872205629,679.5,25.61549842,22.46666667,30.13333333,0.5465864204,-0.2683915716,22.55696203,21,26,1.452363214,3.068990684,29.34177215,24,35,0.022771159,-0.6609543558
AL549423Z,CR196PBQ030Z,3735.9,0.02831599232,0.01895129729,0.03643786025,-0.2399331834,-3.688005908,0.008190467821,-0.6472957154,-0.7923817713,-0.4252619074,1.345117681,2.46491167,0.1565971785,0.01351718957,-3.688005908,0.7394518543,-3.614541513,14.42905465,0.9674175236,0.8848305238,0.5209167991,1.052008804,-1.831033317,3.401792344,0.2462088516,0.1906054031,-0.1408100628,0.3720010708,-1.693838388,3.198012743,0.2266214347,0.5999303031,0.2295234211,0.8252452124,-1.002675114,-0.4557011281,0.2766526858,0.6423971142,0.3080842722,0.8180059138,-1.711646358,3.1088325,0.2284667066,0.7558867615,-1.831033317,3.401792344,0.08027375297,5.334142931,1.057952554,0.519208664,0.204022132,0.7394518543,-0.9648160906,0.2790561244,0.2343984764,25.60440953,3.563859623,84.15056781,1.981082945,3.936043446,39.09276632,0.3619209464,0.2906777651,0.4100507615,-0.8962977705,-0.6336742597,0.05389422272,RQo,128.137931,107.6206897,99.62068966,133.2068966,334.3793103,358.7241379,503.862069,347.4482759,44.27586207,503.862069,490.9655172,494.7586207,488.9655172,157.7241379,150.2758621,161.6896552,113.0689655,185.1034483,126.1034483,244.0344828,8.49375,0,50,1.748600119,1.872205629,679.5,25.61549842,22.46666667,30.13333333,0.5465864204,-0.2683915716,22.55696203,21,26,1.452363214,3.068990684,29.34177215,24,35,0.022771159,-0.6609543558
AL549433Z,CR196PULTZ,3993.4,0.03446768517,0.02102286409,0.041250334,-1.7318422,,0.01164371243,-0.625873865,-0.8066082088,-0.3551888572,1.454650495,,0.2387743688,0.1227802591,-1.7318422,0.7951873807,-2.129659283,6.689843881,0.6154755786,0.837193089,0.5075480647,1.011601935,-1.723276142,,0.2856418725,0.1882896318,-0.136397152,0.3793257266,-1.652075931,,0.2826471331,0.6682207985,0.223227129,0.9082894877,-1.715893774,,0.3857762233,0.6058061685,0.2535688119,0.831625515,-1.532683657,,0.3090687997,0.4885497322,-1.723276142,1.011601935,-2.615857395,7.599757716,0.7835835855,0.565324729,0.1868239422,0.7951873807,-1.614960093,,0.3302975775,6.402961956,2.038120299,8.622544804,-1.731297601,,3.780246425,0.4224441956,0.3127038278,0.4852586936,-1.678123556,,0.09536940481,RQo,128.4482759,155.2413793,145.1724138,177.5172414,382.1034483,420.0344828,457.862069,390.0689655,45.93103448,457.862069,422.5862069,451.5172414,396.9310345,158.4827586,157.4827586,160.0689655,173.0344828,196.8275862,152.2068966,266.862069,7.16875,0,80,2.822719993,8.606051021,573.5,25.61549842,22.46666667,30.13333333,0.5465864204,-0.2683915716,22.55696203,21,26,1.452363214,3.068990684,29.34177215,24,35,0.022771159,-0.6609543558
AL553303Z,CR196PBQ033Z,3656.6,0.03831650032,0.03782334397,0.03880965667,,,0.0006974283986,-0.7838223144,-0.800347961,-0.7672966677,,,0.02337079365,0.3020352903,0.0006974283986,0.7654027012,0.5088852226,-2.179923549,0.3501340344,0.9951768339,0.9783464537,1.012007214,,,0.02380175199,0.3552403962,0.3353129178,0.3751678746,,,0.02818171018,0.8421189601,0.8240265901,0.8602113301,,,0.02558647503,0.7996813915,0.7768516153,0.8225111677,,,0.03228617917,0.8382387713,0.02380175199,1.012007214,-2.623457933,7.086011234,0.335547659,0.7522624913,0.7391222815,0.7654027012,,,0.01858306296,11.12889666,8.772875853,13.48491747,,,3.331916583,0.3636124441,0.3018671098,0.4253577785,,,0.08732108927,RQo,128,135.6315789,126.2631579,160.0526316,370.2105263,406.9473684,478.5263158,377,44,478.5263158,444.7368421,472.2631579,425.9473684,150.6842105,148.3684211,151.2105263,150.3157895,196.4736842,142.7894737,253.3684211,7.10625,0,80,2.823115345,8.59500753,568.5,25.61549842,22.46666667,30.13333333,0.5465864204,-0.2683915716,22.55696203,21,26,1.452363214,3.068990684,29.34177215,24,35,0.022771159,-0.6609543558
AL549437Z,CR196PBQ034Z,3717.2,0.03129855354,0.02601272677,0.03658438031,,,0.007475287903,-0.7319724342,-0.7912343564,-0.672710512,,,0.08380901413,0.2568091539,0.007475287903,0.7379762172,0.650678265,-1.71266714,0.3035487634,1.006290341,1.002460718,1.010119964,,,0.005415904818,0.3513168872,0.3160662177,0.3865675566,,,0.04985197481,0.725402783,0.6217309175,0.8290746484,,,0.1466141582,0.7601247208,0.7074239571,0.8128254844,,,0.07453013466,0.8320881991,0.005415904818,1.010119964,-2.469530291,6.335595642,0.3463653386,0.6371147581,0.5362532989,0.7379762172,,,0.1426396435,10.81356245,7.80955126,13.81757364,,,4.248313363,0.3139347159,0.278825451,0.3490439809,,,0.04965199868,RQo,129.3214286,121.5357143,114.3571429,143.5357143,366.8928571,394.2142857,491.7142857,373.2142857,43.28571429,491.7142857,461.8214286,486.9285714,456.0714286,139.8214286,144.0714286,141.3214286,168.9285714,182.2857143,128.0357143,232.8571429,7.16875,0,80,2.822719993,8.606051021,573.5,25.61549842,22.46666667,30.13333333,0.5465864204,-0.2683915716,22.55696203,21,26,1.452363214,3.068990684,29.34177215,24,35,0.022771159,-0.6609543558
AL552913Z,CR196PBQ035Z,3907.9,0.03260019096,0.02915381266,0.03734002535,1.244175273,,0.004243617683,-0.6665676001,-0.784034187,-0.5537152772,-0.1799107274,,0.1152287665,0.3407965624,0.004243617683,1.244175273,1.059918067,0.8042816588,0.3774564212,0.9938916352,0.8710081658,1.096647875,-0.7687305561,,0.1141584366,0.2308293715,0.02278598078,0.3742036489,-1.383953432,,0.1844184509,0.6779307035,0.5360596206,0.8357062784,0.4703758518,,0.1504551246,0.6730458318,0.5288179058,0.8064326786,-0.3485268009,,0.1391245387,0.6758593986,-0.7687305561,1.096647875,-2.101583923,4.559452333,0.5558675531,0.5807371935,0.4273046752,0.7349000991,0.02136989495,,0.1537990127,7.584419546,3.116685153,12.60628674,0.5158161555,,4.769007435,0.3780896351,0.2893362498,0.4398987272,-1.358608987,,0.07881472645,RQo,129.55,101,94,119.8,336.35,357.55,527.5,353.7,43.55,527.5,506.7,516.5,506.6,130,135.85,136.25,149.25,173.55,119.05,212.85,6.9875,0,100,3.551997541,14.76436656,559,25.59123682,22.46666667,30.13333333,0.5781187815,-0.1490682993,22.51898734,21,26,1.466272246,3.289287828,29.35443038,24,35,0.01066892018,-0.6815961073
AL549436Z,CR196PENLZ,3031.6,0.03525979548,0.02678663386,0.04373295709,,,0.01198286008,-0.6557648188,-0.7819922272,-0.5295374105,,,0.1785125128,0.2406238016,0.01198286008,0.7955322858,1.134351217,-0.2149372726,0.3023495586,0.86020777,0.7087476231,1.011667917,,,0.2141969938,0.140953214,-0.08436126651,0.3662676945,,,0.3186427942,0.6728534943,0.4069787887,0.9387281998,,,0.3760036145,0.6395047415,0.455347026,0.8236624571,,,0.2604383389,0.7341167696,0.2141969938,1.011667917,-1.026991688,0.7513818356,0.2707279639,0.5761545867,0.3567768875,0.7955322858,,,0.3102469174,5.698634761,3.579873868,7.817395653,,,2.99638039,0.4254351736,0.3850046959,0.4658656513,,,0.05717732994,RQo,128.95,98.75,93.35,116.8,318.7,350.5,523.2,337.75,42.05,523.2,492.35,508.35,493.3,153.9,157.25,158.15,130.75,169.4,115.75,202.8,6.9875,0,100,3.551997541,14.76436656,559,25.59123682,22.46666667,30.13333333,0.5781187815,-0.1490682993,22.51898734,21,26,1.466272246,3.289287828,29.35443038,24,35,0.01066892018,-0.6815961073
AL549442Z,CR196PEPEZ,2222,0.03770945452,0.03770945452,0.03770945452,,,,-0.7376691334,-0.7376691334,-0.7376691334,,,,0.2466616332,0.03770945452,0.6995063016,0.9884020637,-1.753706776,0.3244607237,0.9805620823,0.9805620823,0.9805620823,,,,0.3183459083,0.3183459083,0.3183459083,,,,0.8121903242,0.8121903242,0.8121903242,,,,0.7714771773,0.7714771773,0.7714771773,,,,0.9452927074,0.8042152079,0.9805620823,-2.236067977,5,0.07886471975,0.6995063016,0.6995063016,0.6995063016,,,,6.938108375,6.938108375,6.938108375,,,,0.3667084351,0.3667084351,0.3667084351,,,,RQo,129.9166667,97.41666667,90.25,110.1666667,311.75,347.8333333,514.6666667,326.8333333,39.58333333,514.6666667,479.5833333,502.5,448,170.5833333,172.4166667,173.75,84.66666667,166.75,110.5,208.3333333,6.9875,0,100,3.551997541,14.76436656,559,25.59123682,22.46666667,30.13333333,0.5781187815,-0.1490682993,22.51898734,21,26,1.466272246,3.289287828,29.35443038,24,35,0.01066892018,-0.6815961073
AL548507Z,CR196PULKZ,3569.6,0.03114605594,0.02071200799,0.04038605162,-0.05849778179,-2.636984994,0.008888096536,-0.6108827003,-0.7531191166,-0.3766568065,0.6726169589,-2.909008381,0.1853814036,0.1184003834,-2.636984994,0.7499800874,-3.322565616,13.64823863,0.6918888207,0.8119552137,0.3740116552,1.008229045,-1.378202115,0.9948610163,0.2731861404,0.1383286479,-0.2562640664,0.3655008061,-0.8478744848,-1.833309947,0.2814001812,0.6003426583,0.1805362061,0.8750424363,-0.6918579677,-2.078549154,0.3095351873,0.5873485372,0.2191249838,0.7951961579,-0.8506467363,-1.847246006,0.2626598179,0.580964239,-1.378202115,1.008229045,-2.642174748,8.399978969,0.5919287547,0.514272898,0.1668289152,0.7499800874,-0.6665887218,-2.352476015,0.2620608469,7.534857007,3.085612236,15.35094871,0.9173033309,-0.5792587666,5.264792379,0.4150161451,0.2648516386,0.4964471565,-1.238091946,0.8838950261,0.09486338755,PVAd,129.9142857,98.6,94.45714286,115.8285714,309.5714286,361.3714286,495.2,314.2571429,42.4,495.2,465.9142857,493.9714286,442.6,191.8,172.8,195.1428571,55.45714286,174.7142857,113.3142857,209.9714286,6.70625,0,60,2.436563444,5.727255681,536.5,25.65352552,22.46666667,30.13333333,0.4968185942,-0.3954468727,22.58227848,21,26,1.502684453,3.205722311,29.40506329,24,35,0.02393927068,-0.7166370194
AL548509Z,CR196PULLZ,3538.1,0.02982888421,0.01951500208,0.04075725882,0.1491240267,-1.734993267,0.009274189391,-0.52400258,-0.6963981799,-0.3698177088,-0.210295527,-3.343375174,0.1503045811,0.1077579502,-1.734993267,0.6912433568,-2.791178288,10.46624603,0.5147350437,0.7528662474,0.3652957056,0.9986639159,-1.155087703,0.7134758633,0.2819917389,0.05230023115,-0.2558431862,0.2745147943,-0.3489997647,-4.020101976,0.2659810963,0.5372117348,0.1684925706,0.8613991583,-0.2359108084,-3.407667761,0.3203693257,0.490366304,0.2112917713,0.7383911506,-0.2610035867,-2.536913668,0.2364316849,0.5066008641,-1.155087703,0.9986639159,-2.377466235,7.084127398,0.5435716547,0.4240488526,0.1555807697,0.6912433568,-0.01079855765,-2.579390893,0.2389375187,4.057830382,1.903259981,8.14920012,1.735860069,3.253548496,2.788570819,0.4549097194,0.3526763251,0.5217933778,-1.35233424,2.54142143,0.07201875193,PVAd,130.4411765,102.3529412,97.32352941,125.2647059,281.5,342.0882353,503.5588235,280.6176471,39.88235294,503.5588235,468.1176471,505.6764706,420.0882353,213.7352941,189.8529412,214.8235294,59,179.8529412,108.2941176,221,5.61875,0,50,2.649818437,7.838557078,449.5,25.65352552,22.46666667,30.13333333,0.4968185942,-0.3954468727,22.58227848,21,26,1.502684453,3.205722311,29.40506329,24,35,0.02393927068,-0.7166370194
AL548508Z,CR196PULMZ,3322.5,0.03021648481,0.01876067355,0.04467077701,0.7284307627,0.6382492588,0.01096084764,-0.5631454816,-0.7332616812,-0.3656647305,0.08033229365,-5.531265354,0.1950225793,0.2868297173,0.01096084764,0.7684703951,0.5856321548,-1.500847673,0.2958243208,0.7744172431,0.3655286532,1.040759203,-0.8493279124,-1.171705124,0.3129017196,0.06385448899,-0.2683932987,0.3442032876,-0.2054713604,-4.525941967,0.3003738193,0.5497470439,0.1628996824,0.935732223,-0.00493737442,-2.724107613,0.3462218165,0.5252210366,0.2082597548,0.7741422727,-0.2990263207,-4.171547979,0.2774697687,0.4177719434,-1.171705124,1.040759203,-1.559377559,1.949760916,0.6684380348,0.4623357418,0.1496680495,0.7684703951,-0.0394607506,-3.528188771,0.2848299224,5.481640845,2.524994182,10.05153981,1.006901449,-0.163835141,3.40095409,0.4409414412,0.2655759838,0.527209578,-1.642172291,2.585452895,0.1208797177,PVAd,131.4666667,94.33333333,89.66666667,123.0333333,255.4,318.6,512.9333333,251.3,40,512.9333333,474.9333333,519.8333333,421.5666667,228.9,206.5,231.5333333,60.43333333,181.9,102.8,229.6333333,5.61875,0,50,2.649818437,7.838557078,449.5,25.65352552,22.46666667,30.13333333,0.4968185942,-0.3954468727,22.58227848,21,26,1.502684453,3.205722311,29.40506329,24,35,0.02393927068,-0.7166370194
AL548510Z,CR196NRQ0FQZ,3336.5,0.02819568264,0.02016647047,0.03812320577,0.5876341233,-0.3112075924,0.006459400639,-0.6082985914,-0.8134022461,-0.3357311507,0.4843372623,-0.8205401317,0.1810372194,0.2552591018,-0.3112075924,0.7546558294,0.2663799311,-0.9540812699,0.2927381052,0.8112953525,0.4331021967,0.9913448246,-1.107864526,-0.04244276412,0.2275626317,0.1118592822,-0.2407349291,0.3496037029,-0.6139038984,-1.867906025,0.2592901064,0.5544913358,0.179363559,0.8653193494,-0.3080141316,-1.052902497,0.259592911,0.5886416393,0.1985369265,0.8408827492,-0.7075604557,-0.6579397486,0.2503671822,0.5528893707,-1.107864526,0.9913448246,-2.139936838,5.805235176,0.515422786,0.4886684386,0.1505951163,0.7546558294,-0.17347718,-1.247361078,0.2402632931,7.361835064,1.749626756,17.47406867,1.465427392,2.652848024,5.495441093,0.3805292722,0.2940863814,0.4751845894,0.3715263084,-2.138529153,0.07884924122,PVAd,133.1081081,89.56756757,83.75675676,110.8378378,247.027027,304.9189189,544.8108108,247.1621622,37.94594595,544.8108108,503.8378378,544.0540541,460.7567568,208.7837838,191.3243243,208.0540541,59.64864865,167.1081081,94.72972973,192.4594595,5.68125,0,58,2.99299515,9.485835735,454.5,24.96368836,22.46666667,27.73913043,0.2894334231,-0.4917228304,22.12658228,21,23,-0.09739649508,-0.4478085296,28.70886076,24,33,0.168325256,-0.5969685254
AL548506Z,CR196NRQ0FRZ,3458.9,0.02795499869,0.0203609272,0.03910753578,0.7697079934,-0.7430485768,0.00767246582,-0.614345501,-0.8138686391,-0.3313657348,0.5375409212,-1.277399976,0.203045945,0.2368228283,-0.7430485768,0.7891593844,-0.4575102304,1.171461904,0.3661790639,0.821282838,0.4807957063,0.9978868978,-0.9301468705,-1.466807219,0.2366073589,0.1124176372,-0.2296097187,0.35709498,-0.5139917813,-2.986922161,0.284650357,0.5570552419,0.1937022617,0.8893392422,-0.1647462872,-1.913719564,0.2883951576,0.5942053466,0.2082376959,0.8414188985,-0.6398507133,-1.232733822,0.273450481,0.4647430889,-1.466807219,0.9978868978,-1.983134272,3.566932887,0.7056096519,0.496293095,0.1576381295,0.7891593844,-0.12041055,-2.156948207,0.2706772655,8.060393698,1.497777126,16.89665603,0.7739258634,0.07037350821,5.953010482,0.3705714906,0.2970838821,0.4700956172,0.5514130261,-1.776140381,0.07346949119,PVAd,135.5882353,74.88235294,66.35294118,93.05882353,191.7647059,233.5294118,602.5882353,178.1176471,34.70588235,602.5882353,572.1176471,611.0588235,515.3529412,210.8235294,194.5294118,205.5294118,62.05882353,152.7647059,83.94117647,171.0588235,5.68125,0,58,2.99299515,9.485835735,454.5,24.96368836,22.46666667,27.73913043,0.2894334231,-0.4917228304,22.12658228,21,23,-0.09739649508,-0.4478085296,28.70886076,24,33,0.168325256,-0.5969685254
AL548511Z,CR196PBQ01NZ,4525.4,0.03198493024,0.02063865154,0.03951537074,-1.03570449,0.6578818135,0.007339375323,-0.6631951646,-0.8018717643,-0.3857205607,1.49511124,2.025267456,0.1684700198,0.2524349288,-1.03570449,0.7564985898,-1.252076054,3.13835014,0.4186699221,0.8715244696,0.3937724727,1.023295775,-2.172277139,4.770243706,0.2686212152,0.2277779694,-0.2264543907,0.3734122912,-2.188043088,4.831169682,0.2550182706,0.6563504974,0.1900086941,0.8831512793,-1.746894834,3.272889268,0.2735184382,0.6537305059,0.2351123684,0.8337184224,-1.924587908,3.87597971,0.2410736649,0.8118773946,-2.172277139,4.770243706,1.188021786,7.306318304,1.309463089,0.5693769886,0.1762218258,0.7564985898,-1.522781799,2.151468524,0.2377328608,8.138533153,3.257274569,20.03001692,1.794133787,3.30844726,6.949719074,0.3710132146,0.3293429793,0.4839206578,1.985812245,4.009865618,0.06468748991,PVAd,131.5625,80,71.875,103.625,258.1875,297.5625,549.6875,251.5625,40.0625,549.6875,522.4375,558.625,462.625,189.875,180.0625,192.3125,56.3125,172.6875,102.125,204.3125,6.2,0,54,2.415154175,5.749946889,496,25.41560121,22.46666667,29.33333333,0.6105600678,-0.01718170011,22.43037975,21,26,1.830226847,5.387246914,29.16455696,24,35,0.07920184746,-0.6195153132
AL548512Z,CR196PBQ01PZ,4688,0.03351133508,0.01939139546,0.04583611544,-0.3675139885,-1.16744738,0.01146286094,-0.6315401778,-0.7573274399,-0.3827598064,1.693401006,2.893183588,0.1704889363,0.1640828751,-1.16744738,0.7784616516,-1.163012521,2.902774302,0.4649293031,0.8343770079,0.3833343826,0.9943641338,-1.994970758,3.983042496,0.3008216024,0.1940819314,-0.2459040168,0.3832695599,-1.929790192,3.780286105,0.295038577,0.667019953,0.1761364076,0.9490421548,-1.508485874,2.353830362,0.3422625983,0.6121428682,0.2239073769,0.7784454472,-1.935523999,3.802079216,0.2602049633,0.7477736925,-1.994970758,3.983042496,0.6621272221,5.740518141,1.207224738,0.5519259175,0.163282902,0.7784616516,-1.458479399,2.129965229,0.2724731085,6.316625531,3.546678779,11.79071612,1.578911393,2.310950422,3.798285259,0.4069630436,0.3382498853,0.4682478134,-0.08667247026,-5.368762748,0.06696138857,PVAd,128.8,90.76,84.12,110.68,283.24,339.84,522.44,285.32,42.08,522.44,485.4,525.36,437.56,189.32,174.68,194.32,57.08,187.6,108.32,215.28,6.2,0,54,2.415154175,5.749946889,496,25.41560121,22.46666667,29.33333333,0.6105600678,-0.01718170011,22.43037975,21,26,1.830226847,5.387246914,29.16455696,24,35,0.07920184746,-0.6195153132
